[27/6/2024, 2:32:31 pm] Discussions: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them.
[27/6/2024, 2:32:31 pm] ~ Nitish Singh: ‎~ Nitish Singh created this group
[24/7/2024, 2:45:25 am] ~ Roopal: Nothing happens
[24/7/2024, 2:45:50 am] Ajay Sati: once we publish our report , client dont have to press ctrl tgey just have to click
[24/7/2024, 2:47:50 am] Ajay Sati: not after doing right click ?
[24/7/2024, 2:48:22 am] ~ Roopal: No nothing happens
[24/7/2024, 2:49:10 am] Ajay Sati: check if you have made quarter chart on order date column only and not nay other date column'
‎[24/7/2024, 2:49:59 am] ~ Sheetal Joshi: ‎image omitted
[24/7/2024, 2:50:20 am] ~ Sheetal Joshi: What's wrong with this?
[24/7/2024, 2:50:48 am] Ajay Sati: you have put both the column on bar chart only
[24/7/2024, 2:50:50 am] ~ Roopal: Now right click work

Thankyou sir 👍🏻
[24/7/2024, 2:50:52 am] Ajay Sati: put one in line chart
[24/7/2024, 2:57:01 am] ~ Sheetal Joshi: Ok got it
‎[24/7/2024, 4:43:04 am] ~ Roopal: ‎image omitted
[24/7/2024, 4:55:40 am] Ajay Sati: https://app.sli.do/event/r8DkEvfPaCr6YYdLPzQMN7


Portal For tomorrow's doubt Session.
*If someone have already posted a question and you also have same question , rather than writing you can  upvote that question only by pressing on the thumbs up button.*

Post technical Questions also. ‎<This message was edited>
[24/7/2024, 5:51:30 am] ~ Raj Kumar: check my portfolio website and please give some suggestions, so I can improve it, it's not final version. I need yours idea to improve it. please give yours valuable comments.       https://rajkumarpec.github.io/Rajkumar-Portfolio/
[24/7/2024, 5:51:31 am] ~ Raj Kumar: It works on laptop only.
[24/7/2024, 2:00:43 pm] ~ Vicky: Resume links do not access the Resume  make it public 
Make it on the Resume section it make good 👍🏽
‎[24/7/2024, 3:53:03 pm] ~ Mukesh Bhatt: ‎image omitted
[24/7/2024, 3:53:33 pm] ~ Mukesh Bhatt: This is Adventure work sales data
[24/7/2024, 4:03:01 pm] ~ Onway: Please review my portfolio digital CV and project at this link https://amit-negi-resume.streamlit.app/ . I would appreciate any suggestions for improvement."
[24/7/2024, 4:06:13 pm] ~ || The Gamer ||: Awesome
[24/7/2024, 4:06:46 pm] ~ Onway: Thanks.
[24/7/2024, 5:48:49 pm] ~ Debalina Basu: ‎~ Debalina Basu joined from the community
[24/7/2024, 6:11:06 pm] ~ Sam: Hi @Ajay Not able to see a drill through in the tool tip. Can you help ?
‎[24/7/2024, 6:12:03 pm] ~ Sam: ‎image omitted
‎[24/7/2024, 6:12:20 pm] ~ Sam: ‎image omitted
[24/7/2024, 6:16:03 pm] Ajay Sati: Didn't got your question..
[24/7/2024, 6:16:22 pm] ~ Sam: Not getting drill through
‎[24/7/2024, 6:16:45 pm] ~ Sam: ‎image omitted
‎[24/7/2024, 6:16:56 pm] ~ Sam: ‎image omitted
[24/7/2024, 6:17:11 pm] Ajay Sati: Keep cursor on the quarter and right click it will  give you option drill through.
[24/7/2024, 6:17:35 pm] Ajay Sati: Follow this setting it will give option to  drill through while hovering.
[24/7/2024, 6:17:46 pm] ~ Sam: Ok
‎[24/7/2024, 6:18:33 pm] ~ Roopal: ‎image omitted
[24/7/2024, 6:20:25 pm] ~ Sam: Got it. Thank you Ajay !
[24/7/2024, 7:34:53 pm] ~ suryakantabarik: When will today's doubt clear class ?
[24/7/2024, 7:39:14 pm] ~ Ashwin Dhamnaskar: ‎~ Ashwin Dhamnaskar joined from the community
[24/7/2024, 7:42:47 pm] ~ Roopal: At 8 PM
‎[24/7/2024, 8:00:15 pm] ~ Vinay Mittal: ‎image omitted
‎[24/7/2024, 8:00:27 pm] ~ Vinay Mittal: ‎image omitted
[24/7/2024, 8:01:29 pm] ~ Vinay Mittal: I tried implementing the drill through concept. I have made the required changes as demonstrated. But i am unable to see the drill through on hovering over the pie chart
[24/7/2024, 8:01:48 pm] ~ Vinay Mittal: Anyone facing the similar issue?
[24/7/2024, 8:01:59 pm] ~ Roopal: Yes
[24/7/2024, 8:02:12 pm] ~ Vinay Mittal: Did you find the solution?
[24/7/2024, 8:02:14 pm] ~ Roopal: So this
[24/7/2024, 8:02:22 pm] ~ Roopal: Do this
[24/7/2024, 8:02:24 pm] ~ Roopal: Or
[24/7/2024, 8:02:52 pm] ~ Roopal: Or this
[24/7/2024, 8:03:21 pm] ~ Vinay Mittal: Thanks, let me give it a try
[24/7/2024, 8:03:31 pm] ~ Roopal: ‎This message was deleted.
[24/7/2024, 8:04:38 pm] ~ Roopal: In my case both options work
[24/7/2024, 8:05:58 pm] ~ Vinay Mittal: It’s working, thanks alot
[24/7/2024, 8:06:47 pm] ~ Arvind: ‎This message was deleted.
[24/7/2024, 8:22:24 pm] ~ Vinay Mittal: ‎This message was deleted.
[24/7/2024, 8:31:32 pm] Ajay Sati: Excellent work , great to see the work done.
‎[24/7/2024, 8:54:58 pm] ~ vishal: ‎image omitted
‎[24/7/2024, 8:57:42 pm] ~ vishal: ‎image omitted
[24/7/2024, 8:57:46 pm] ~ vishal: Yeah pura data set tha
[24/7/2024, 9:02:15 pm] ~ vishal: Bhai koi aapna sheet bejna
[24/7/2024, 9:07:40 pm] ~ vishal: Bhai koi aapna file bejne
[24/7/2024, 9:07:41 pm] ~ vishal: Please
‎[24/7/2024, 9:25:02 pm] ~ suryakantabarik: ‎image omitted
[24/7/2024, 9:41:38 pm] Ajay Sati: You are working in Power query I guess?
[24/7/2024, 10:00:05 pm] ~ suryakantabarik: Yes
[24/7/2024, 10:02:59 pm] ~ Vaibhav: https://www.linkedin.com/posts/vaibhavpawar8681_powerbi-businessintelligence-dataanalytics-activity-7221846479001296896-olw9?utm_source=share&utm_medium=member_android
[24/7/2024, 10:11:00 pm] Ajay Sati: Don't go to the power query  this  conversion can be done with table view only..


 if working there  click  on replace current or on the right side there will be option change data-types clear that  and then change data type.
[24/7/2024, 10:19:07 pm] ~ suryakantabarik: But that data only changed to text , if I changed the whole number or decimal that gave an error.
‎[24/7/2024, 10:20:15 pm] ~ suryakantabarik: ‎image omitted
[24/7/2024, 10:21:07 pm] Ajay Sati: Remove this step first
[24/7/2024, 10:21:18 pm] Ajay Sati: And then change it decimal.
[24/7/2024, 10:29:41 pm] ~ Manish Sharma: I am still covering lecture 3. Can someone guide me to the dashboard work files that we were supposed to build on our own
‎[24/7/2024, 10:32:27 pm] ~ suryakantabarik: ‎image omitted
[24/7/2024, 10:33:11 pm] Ajay Sati: Do it with  table view only .
[24/7/2024, 10:33:22 pm] Ajay Sati: Will tell you the error once we start doing power query
‎[24/7/2024, 10:39:46 pm] ~ suryakantabarik: ‎image omitted
‎[24/7/2024, 10:52:53 pm] ~ Mohd Maaz: ‎video omitted
[24/7/2024, 10:55:27 pm] Ajay Sati: Will see in the doubt session
[24/7/2024, 10:56:15 pm] ~ suryakantabarik: Okay sir
[25/7/2024, 12:20:21 am] ~ Sufal: Doubt Session begins in 5 minutes: https://learnwith.campusx.in/s/courses/667cfe30502735205f1e920a/take#669e6a1f963cba5e50980768
[25/7/2024, 12:23:12 am] ~ Sourabh: @917057093142 please ask the doubt clearance team to resolve the issues with doubt clearance from
[25/7/2024, 12:24:28 am] ~ Sufal: please elaborate
[25/7/2024, 12:25:34 am] ~ Sourabh: I filled out the doubt clearance from they haven't responded yet
[25/7/2024, 12:28:55 am] ~ Sufal: dm your registered email
[25/7/2024, 12:42:00 am] ~ Roopal: @917057093142  i don't know but all of sudden i am out of meet
[25/7/2024, 12:45:32 am] ~ Sufal: Dear All,
Please refrain from posting questions related to other CampusX courses in this channel. For any urgent queries, you are welcome to message me or, preferably, email at support@campusx.in.
Thank you.
[25/7/2024, 12:46:29 am] ~ Sufal: Just to avoid any confusion, we do not have any doubt clearance form for the POWER BI course, there are doubt sessions as seen in the schedule and Ajay is doing his best to resolve doubts in this channel as well.
[25/7/2024, 1:14:54 am] ~ vishal: Bhai koi dashboard send kar sakta ho aapna koi
[25/7/2024, 1:16:23 am] ~ Ignite: Which one ?
[25/7/2024, 1:16:40 am] ~ vishal: @918193802178 Good evening sir  can you send me your dashboard file
[25/7/2024, 1:17:00 am] ~ vishal: Sir ne actually Jo karvaya tha
‎[25/7/2024, 1:18:29 am] ~ vishal: ‎image omitted
[25/7/2024, 1:18:53 am] ~ vishal: I have already done all the things but the file are automatically not save
[25/7/2024, 1:52:12 am] ~ Mani Kant: ‎~ Mani Kant joined from the community
[25/7/2024, 2:11:24 am] ~ Faizan Akram: Its amazing
Kindly Check DM
[25/7/2024, 2:42:31 am] ~ vishal: @918193802178 sir please send me your  dashboard
‎[25/7/2024, 2:46:43 am] Ajay Sati: Power BI course CampusX.pbix ‎document omitted
[25/7/2024, 3:21:05 am] ~ Mrunal Wankhede: Hello guys, I'm watching 3rd lecture. And my powerBi version is Jully 2024.
But I'm not getting Format Canvas by just right clicking on the page.
Can anyone help me with this
‎[25/7/2024, 3:22:31 am] ~ Mrunal Wankhede: ‎image omitted
‎[25/7/2024, 3:27:45 am] Ajay Sati: POWER BI.pptx • ‎7 slides ‎document omitted
[25/7/2024, 3:27:53 am] Ajay Sati: Follow this ppt.
[25/7/2024, 3:31:01 am] ~ Mrunal Wankhede: Thank you very much, it is solved now.
‎[25/7/2024, 1:12:52 pm] ~ anil: ‎image omitted
[25/7/2024, 1:26:10 pm] Ajay Sati: There is no 2020 data in our dataset.
[25/7/2024, 1:26:35 pm] Ajay Sati: Try to refresh visuals.
[25/7/2024, 1:33:45 pm] ~ anil: Probably I would have taken "Ship Date" in above visual instead of "Order Date".
[25/7/2024, 1:33:52 pm] ~ anil: Thank you, @918193802178
[25/7/2024, 3:35:07 pm] ~ Akash: In point 2 of Mail 1, we are supposed to generate only one visual, right ? Assignment 1
[25/7/2024, 3:36:53 pm] ~ ❇️: Where can i get assignments?
[25/7/2024, 3:37:26 pm] ~ Akash: Link is given below the recording
[25/7/2024, 3:37:34 pm] ~ Akash: Google drive link
[25/7/2024, 3:37:43 pm] ~ ❇️: Okay thanks
[25/7/2024, 3:38:21 pm] ~ Akash: Can anyone please guide ? Because I am confused
[25/7/2024, 3:43:07 pm] ~ Ignite: Yes
[25/7/2024, 3:43:32 pm] Ajay Sati: Yess
[25/7/2024, 3:43:32 pm] ~ Akash: Only one visual, right ?
[25/7/2024, 3:43:37 pm] Ajay Sati: Yes
[25/7/2024, 3:43:43 pm] ~ Ignite: Ha
[25/7/2024, 3:43:45 pm] ~ Akash: Thank you Sir
‎[25/7/2024, 3:44:11 pm] ~ Akash: ‎image omitted
[25/7/2024, 3:45:05 pm] Ajay Sati: There is one more point , that is they also want this for each year.
[25/7/2024, 3:45:40 pm] ~ Akash: I need to implement it in the same graph then
[25/7/2024, 3:45:54 pm] ~ Akash: Visual *
[25/7/2024, 3:46:01 pm] Ajay Sati: Check dm.
[25/7/2024, 3:46:05 pm] ~ Prasnajit Patra: @918193802178  is there a specific industry-level report size or I choose it on my own?
[25/7/2024, 3:47:51 pm] Ajay Sati: It's total depends on how you want to present there is no thumb rule.
[25/7/2024, 3:48:29 pm] ~ Prasnajit Patra: Ok sir
[25/7/2024, 3:48:53 pm] ~ Akash: Thanks for the input
‎[25/7/2024, 4:36:26 pm] ~ Vinay Mittal: ‎image omitted
[25/7/2024, 4:36:48 pm] ~ || The Gamer ||: Sir in question number 3 mail 5 on what basis we categories employee and retailers because i didn't see any column
[25/7/2024, 4:37:23 pm] ~ Vinay Mittal: @918193802178 sir
[25/7/2024, 4:44:38 pm] ~ Saloni Verma: ‎Your security code with ‪+91 88515 78358‬ changed.
[25/7/2024, 4:44:38 pm] ~ Abhinav: ‎Your security code with ‪+91 99628 20872‬ changed.
[25/7/2024, 4:44:38 pm] ~ Nishant Saini: ‎Your security code with ‪+91 70172 53742‬ changed.
[25/7/2024, 5:47:29 pm] ~ Akash: How to do the median unit price and median sales price visual?
[25/7/2024, 6:14:41 pm] ~ Akash: Can anyone help ?
[25/7/2024, 6:30:17 pm] Ajay Sati: Are you taking about title or legend?
[25/7/2024, 6:32:42 pm] Ajay Sati: It's saying they have to categorise employees on the basis of how many retsilors each employee is tackling...


We dont have to categorise employees and retailors
‎[25/7/2024, 6:52:24 pm] ~ Vinay Mittal: ‎image omitted
[25/7/2024, 6:53:58 pm] Ajay Sati: No it's not possible.
[25/7/2024, 6:56:50 pm] ~ Vinay Mittal: Ok thanks
‎[25/7/2024, 7:40:50 pm] ~ Faizan Akram: ‎image omitted
[25/7/2024, 7:41:45 pm] ~ Faizan Akram: firstly it will show year wise and drill down function will be used to see month wise.
‎[25/7/2024, 7:49:17 pm] ~ Mukesh Bhatt: Global superstore report 1.pdf • ‎1 page ‎document omitted
[25/7/2024, 8:45:47 pm] ~ Arvind: Sir How can create shape map? ‎<This message was edited>
[25/7/2024, 8:51:14 pm] ~ Mukesh Bhatt: What to select when I have selected one theme for page 1 and don’t need the same theme for page 2?
[25/7/2024, 9:00:13 pm] ~ Ishant: Clean design
Just a suggestion , keep KPIs /imp info/ graph top left at the top 
Because human brain generally reads from left to right
[25/7/2024, 9:01:59 pm] ~ Mukesh Bhatt: Okay. Thank you i will keep this in mind.
[25/7/2024, 9:06:52 pm] ~ Hamim: ‎~ Hamim joined from the community
[28/7/2024, 2:48:12 am] ~ Hamim: ‎Your security code with ‪+880 1770‑517980‬ changed.
[25/7/2024, 9:19:47 pm] ~ Minhaj Chowdhury: ‎This message was deleted.
[25/7/2024, 9:20:07 pm] ~ Minhaj Chowdhury: Is there anyway to download the videos sir? I m from Bangladesh and situation is not great here network is unstable
[25/7/2024, 9:20:58 pm] Ajay Sati: Of mail 1 it's designed in a way that you have to put a slicer
[25/7/2024, 9:22:21 pm] ~ Arvind: I neet to create shape map for entire world.
It's not showing with data
[25/7/2024, 9:27:54 pm] Ajay Sati: Please elaborate.
[25/7/2024, 9:28:19 pm] Ajay Sati: @917057093142
‎[25/7/2024, 9:31:09 pm] ~ suryakantabarik: ‎image omitted
[25/7/2024, 9:41:33 pm] ~ Faizan Akram: use matrix
On Rows use Product data
On Columns use year
On values use sales ‎<This message was edited>
[25/7/2024, 9:42:25 pm] ~ Faizan Akram: Then on filters use TOP N on the product
[25/7/2024, 9:42:34 pm] ~ || The Gamer ||: We need slicer..
[25/7/2024, 9:42:53 pm] ~ || The Gamer ||: I guess you didn't complete mail 5
[25/7/2024, 9:43:48 pm] ~ suryakantabarik: Which mail 5?
[25/7/2024, 9:44:03 pm] ~ suryakantabarik: Glopal or adventurous
[25/7/2024, 9:44:06 pm] ~ || The Gamer ||: Mail 5 in adventure work
‎[25/7/2024, 9:47:09 pm] ~ Sachin: ‎image omitted
[25/7/2024, 9:49:19 pm] ~ Arvind: I have covid data for whole world. I need to create shape map using country and total covid case by country
[25/7/2024, 9:49:47 pm] ~ Arvind: But it's  not showing correctly
[25/7/2024, 9:50:55 pm] ~ Arvind: When I am trying only with USA is working fine
[25/7/2024, 9:51:39 pm] ~ Arvind: If I use india census data for states , then its not working
[25/7/2024, 9:59:35 pm] ~ Minhaj Chowdhury: Anyone?
‎[25/7/2024, 10:11:52 pm] ~ Python: day 03 14.07.2024.pdf • ‎1 page ‎document omitted
‎[25/7/2024, 10:15:28 pm] ~ Faisal Hayat: ASSIGNMENT.pdf • ‎1 page ‎document omitted
[25/7/2024, 10:16:06 pm] ~ Faisal Hayat: Due to window or power BI i don't get trend line option that's why I did'nt draw it.
[25/7/2024, 10:28:58 pm] ~ Mukesh Bhatt: @918193802178  I have 2 questions.

1. For example for my first page, I created the visuals and then chose a theme. If I am making visuals on the second page, can I use a different theme? I chose one theme for my first page, and when I started making visuals on the second page, it automatically used the same theme. When I change the theme on the second page, the theme on the first page also changes.

2. While creating a filled map, if the client hasn't provided specific rules and we are choosing the colors ourselves, can we use legends in the visuals to indicate which colors represent different value ranges?
‎[25/7/2024, 11:07:59 pm] ~ Mrunal Wankhede: ‎image omitted
[25/7/2024, 11:08:27 pm] ~ Arvind: You need to change data type
[25/7/2024, 11:08:59 pm] ~ Mrunal Wankhede: How can I change that
[25/7/2024, 11:09:21 pm] ~ Mrunal Wankhede: Got it
[25/7/2024, 11:09:26 pm] ~ Mrunal Wankhede: Thanks
[25/7/2024, 11:09:39 pm] ~ Arvind: Well done
[25/7/2024, 11:10:09 pm] ~ Fahad: Format these
[25/7/2024, 11:11:41 pm] ~ Arvind: Answer 1 
You changed theme for all 
You need to use theme for current visual only
[25/7/2024, 11:16:51 pm] ~ Arvind: Difference between pie and donut chart 
This question asked by interviewer to me 
I answered according to my knowledge but he needs more about both charts uses preference
[25/7/2024, 11:23:50 pm] ~ Harry: Hey @918193802178 
I prepare a report using excel worksheet that connects data from different sources. A few of the sheets take data from a sql table using power query.
Will it be a good idea to use this excel Sheet as a source file for a power BI dashboard?

I wish to refresh this dashboard as my sql tables are refreshed everyday.

What would be a good workflow if I have the excel worksheet connected to a few sql tables and is refreshed everyday (manually)also this file is now my input data for power bi and I want this dashboard to refresh everytime I refresh my excel file.
[25/7/2024, 11:24:04 pm] ~ Mukesh Bhatt: Can you let me know from where i have to change this setting?
[25/7/2024, 11:29:38 pm] Ajay Sati: Hey everyone ,I won't be available till 11 pm tomorrow due to  some personal reasons.

This  power BI course is unique and different from others because here students work together for the upliftment of others...


I know you all are cooperative, I request all of you to keep this cooperative skills high and help each other's out in  doubts....
[25/7/2024, 11:31:42 pm] ~ Arvind: Many of companies using different sql servers not excel
[25/7/2024, 11:32:39 pm] ~ Arvind: Because excel have limitations and slow
[25/7/2024, 11:40:23 pm] ~ Akash: https://acrobat.adobe.com/id/urn:aaid:sc:AP:dc001012-1a5f-4285-b215-2b0faea12658

Team, Please let me know if anything seems missing.
‎[26/7/2024, 1:21:18 am] ~ Faizan Akram: Dashboard.pdf • ‎1 page ‎document omitted
[26/7/2024, 1:37:24 am] ~ Ranjeet Kumar Mahto: ‎~ Ranjeet Kumar Mahto joined from the community
[26/7/2024, 1:55:40 am] ~ vishal: ‎This message was deleted.
‎[26/7/2024, 3:31:48 am] ~ Prashant Lakhmani: Adventure Works.pdf • ‎2 pages ‎document omitted
‎[26/7/2024, 3:43:04 am] ~ Roopal: sales_dashboard.pdf • ‎3 pages ‎document omitted
[26/7/2024, 3:49:45 am] ~ Amey Erande: While exporting into pdf report size is changing...can anyone help
[26/7/2024, 3:59:41 am] ~ Faisal Hayat: Export at 100% zoom level
[26/7/2024, 4:27:58 am] ~ Faizan Akram: guys
[26/7/2024, 4:28:16 am] ~ Faizan Akram: The Business Analyst team has also tasked you with visualising the
total sales and quantity sold over the years categorised by different
reseller types. They are interested in understanding how sales and
quantities have evolved annually across various types of resellers.
This visualisation will provide insights into the performance trends of
each reseller type over time, helping to identify which types contribute
most significantly to sales and quantity sold annually.
what will be reseller type in the dataset ‎<This message was edited>
[26/7/2024, 12:49:14 pm] ~ Harish Singh: Awesome!
[26/7/2024, 12:57:23 pm] ~ .: ‎~ . joined from the community
[28/7/2024, 2:48:27 am] ~ .: ‎Your security code with ‪+91 96547 57700‬ changed.
‎[26/7/2024, 3:08:28 pm] ~ Sam: ‎image omitted
[26/7/2024, 3:11:25 pm] ~ Ignite: I guess in column option in format section
‎[26/7/2024, 3:32:38 pm] ~ Vicky: ‎image omitted
‎[26/7/2024, 5:06:00 pm] ~ Debashis Majumder: Power BI Best Practices.pdf • ‎12 pages ‎document omitted
[26/7/2024, 5:07:50 pm] ~ $ID: Hi,
I am trying to connect the CSV file (reseller) 
In get data- text/CSV option - choose the reseller file
‎[26/7/2024, 5:07:59 pm] ~ $ID: ‎image omitted
[26/7/2024, 5:08:40 pm] ~ Mayur Dalvi: Try with different delimiter
[26/7/2024, 5:14:41 pm] ~ $ID: In the file it's tab separated by default it was set to comma then changed it to tab but there was no change in the data
[26/7/2024, 5:14:50 pm] ~ $ID: Some weird interpretation
‎[26/7/2024, 5:17:20 pm] ~ Mayur Dalvi: ‎image omitted
[26/7/2024, 5:17:31 pm] ~ Mayur Dalvi: And try whether it is working fine or not
[26/7/2024, 5:18:08 pm] ~ Mayur Dalvi: It is working in my laptop
[26/7/2024, 5:45:46 pm] ~ Debashis Majumder: power bi is running very slow in my system...and makes the the whole system so much slow...is it due to virus problem (only happens when I open power bi )??? What should I do???
[26/7/2024, 5:47:07 pm] ~ Ignite: Happening with me too
[26/7/2024, 5:49:39 pm] ~ Sahil Bhaidkar: Try with all the other programs that are running which you are not using
[26/7/2024, 5:50:25 pm] ~ Ignite: Only power bi is lagging
[26/7/2024, 5:50:32 pm] ~ Debashis Majumder: It's only happening when I open Power bi
[26/7/2024, 5:50:54 pm] ~ Sahil Bhaidkar: Check the CSV file then
[26/7/2024, 5:51:17 pm] ~ Sahil Bhaidkar: Check the rows and columns of the file
[26/7/2024, 5:51:21 pm] ~ Sam: Configuration of the system
[26/7/2024, 5:51:41 pm] ~ Debashis Majumder: How to solve the issue?
[26/7/2024, 5:52:15 pm] ~ Sam: I am running it on old i5 system. It’s slow for me as well thats why I asked.
[26/7/2024, 5:53:21 pm] ~ .: If you filter i think you can make a difference
[26/7/2024, 5:54:18 pm] ~ Sam: I wanted to mark the columns red wherein the cost is more than the sales
[26/7/2024, 5:56:18 pm] ~ .: Hm ok then i would ask chagpt about this and also google
‎[26/7/2024, 6:11:41 pm] ~ Sufal: Data-Visualization-Handbook.pdf • ‎39 pages ‎document omitted
[26/7/2024, 6:15:08 pm] ~ Shubhangi: Try conditional formatting
[26/7/2024, 6:17:01 pm] ~ Sahil Bhaidkar: Yes you can do that please check if it works for cluster charts cause I have used it for table visuals most of the time
[26/7/2024, 6:18:28 pm] ~ Riya: ‎~ Riya joined from the community
[26/7/2024, 6:18:59 pm] ~ Riya: How can I enable data hierarchy settings in power bi desktop?
[26/7/2024, 6:24:42 pm] ~ Sam: Guess It Doesn’t work for cluster chart.
‎[26/7/2024, 6:30:29 pm] ~ $ID: ‎image omitted
[26/7/2024, 6:33:23 pm] ~ Rohit lad: Yes even I am facing the same issue.
[26/7/2024, 6:36:21 pm] ~ Python: can anyone please share day 4 material, it is unavailable in gdrive
[26/7/2024, 6:47:08 pm] ~ $ID: So what I did was saved the file as CSV (COMMA SEPERATED UTF-8)
THEN I WAS GETTING THE DATA
‎[26/7/2024, 6:48:07 pm] ~ $ID: ‎image omitted
‎[26/7/2024, 6:54:53 pm] ~ Mayur Dalvi: Reseller_new.csv ‎document omitted
[26/7/2024, 6:55:12 pm] ~ Mayur Dalvi: check at once
[26/7/2024, 6:55:16 pm] ~ Mayur Dalvi: again
[26/7/2024, 6:56:09 pm] ~ Rohit lad: Thanks Mayur
[26/7/2024, 6:56:29 pm] ~ Mayur Dalvi: is it working fine right now ?
[26/7/2024, 7:10:21 pm] ~ Rohit lad: Will check in some time.
[26/7/2024, 7:19:14 pm] ~ $ID: Hi,
Was able to fix the issue 
For that followed the following steps

1. Saved the file again using save as: type: CSV
2. Then imported it - selected transform data option
3. Then right clicked on the column : Split column - by delimeter - delimiter: tab , split at: each occurence quote character: none 
4. Then to make the row 1 as headers used use first row as headers.
5. Close and apply
[26/7/2024, 7:20:47 pm] ~ $ID: Also before doing this one thing that needs to be done is there were few values that were in different columns so I used space (as tab was not being accepted as delimiter as it navigated to next cell) pasted it in the column 1 itself
‎[26/7/2024, 7:22:07 pm] ~ $ID: ‎image omitted
‎[26/7/2024, 7:22:43 pm] ~ $ID: ‎image omitted
[26/7/2024, 7:48:09 pm] ~ suryakantabarik: Thanks 😊
‎[26/7/2024, 11:08:55 pm] ~ shubham singh616: ‎image omitted
[26/7/2024, 11:08:56 pm] ~ shubham singh616: ‎This message was deleted.
‎[26/7/2024, 11:09:37 pm] ~ shubham singh616: ‎image omitted
‎[26/7/2024, 11:16:32 pm] ~ Python: ‎image omitted
‎[26/7/2024, 11:18:39 pm] ~ Python: ‎image omitted
[26/7/2024, 11:18:58 pm] ~ Python: guys pls see this...any problem??????
[26/7/2024, 11:19:09 pm] ~ Python: in all map types
[26/7/2024, 11:21:56 pm] Ajay Sati: You have put columns in wrong places.
[26/7/2024, 11:22:02 pm] Ajay Sati: Put them  correctly.
‎[27/7/2024, 12:01:08 am] ~ Akash: ‎image omitted
[27/7/2024, 12:19:01 am] ~ Python: found the error and it is corrected sir. thanks
[27/7/2024, 12:19:29 am] ~ Debashis Majumder: can anyone give me the assignment question and data set link???
[27/7/2024, 12:20:41 am] Ajay Sati: You  have  logged in with some email I'd
[27/7/2024, 12:20:42 am] Ajay Sati: Logout from it.
[27/7/2024, 12:21:20 am] ~ Debashis Majumder: Sir can you give me the assignment question and data set link???
[27/7/2024, 12:21:50 am] ~ Akash: Done Sir..Thank you so much
[27/7/2024, 12:23:55 am] Ajay Sati: Someone please share as right now I am not having access to my Google drive.
[27/7/2024, 12:25:10 am] ~ Sufal: https://drive.google.com/drive/folders/12ov9d4008Q6xXg38ySWl-i4ZwnCJh3We?usp=drive_link
[27/7/2024, 12:26:31 am] ~ Debashis Majumder: Thank you so much
[27/7/2024, 12:28:23 am] ~ Python: Day 4 is missing
[27/7/2024, 12:29:57 am] ~ Sufal: No Resources were shared on Day 4
[27/7/2024, 12:31:44 am] ~ shubham singh616: Sir when you get free plz try to look into this query
‎[27/7/2024, 12:32:28 am] ~ Prashant Lakhmani: Adventure Works1.pdf • ‎3 pages ‎document omitted
[27/7/2024, 12:33:15 am] ~ Prashant Lakhmani: Also when we will get solution for the Assignment?? ‎<This message was edited>
[27/7/2024, 12:38:42 am] ~ Debashis Majumder: In assignment there are 2 file. one excel and another CSV.. which one we should take?? and in the csv file the data is not well organized...
[27/7/2024, 12:40:58 am] ~ Rajesh Singha: Load it in power bi in CSV format
[27/7/2024, 12:41:32 am] Ajay Sati: It's mentioned in the assignment when tk use retailors sheet
[27/7/2024, 12:41:36 am] Ajay Sati: Yess.
[27/7/2024, 12:42:18 am] Ajay Sati: I don't got your question
[27/7/2024, 12:42:39 am] Ajay Sati: Please share problem statement
‎[27/7/2024, 12:42:41 am] ~ Mohd Maaz: ‎image omitted
[27/7/2024, 12:42:43 am] ~ Mohd Maaz: can anybody help
[27/7/2024, 12:49:01 am] ~ Mohd Maaz: Solved
[27/7/2024, 12:49:11 am] ~ Mohd Maaz: sorry for disturbing
[27/7/2024, 12:49:29 am] ~ Mohd Maaz: I did a mistake while selecting X-axis column
[27/7/2024, 12:50:21 am] ~ Rajesh Singha: https://drive.google.com/file/d/1CojH0guKDgPIBg5qxeCR3R8RS3G5Yu79/view
[27/7/2024, 12:50:44 am] ~ Rajesh Singha: @918193802178 sir drill-through option is not coming when moving the cursor on the graph
‎[27/7/2024, 1:17:16 am] ~ ~: Assigment 01.pdf ‎document omitted
[27/7/2024, 1:28:40 am] ~ Aanshika Singh: ‎~ Aanshika Singh joined from the community
[28/7/2024, 2:48:34 am] ~ Aanshika Singh: ‎Your security code with ‪+91 70114 75097‬ changed.
[27/7/2024, 1:43:46 am] ~ User: 👍
[27/7/2024, 2:07:22 am] ~ Shanmukha Ram: ‎~ Shanmukha Ram joined from the community
[28/7/2024, 2:48:34 am] ~ Shanmukha Ram: ‎Your security code with ‪+971 50 299 8618‬ changed.
[27/7/2024, 4:58:56 am] ~ Avinash Adhao: ‎~ Avinash Adhao joined from the community
‎[27/7/2024, 5:28:39 am] ~ RAJ ADITYA: ‎image omitted
[27/7/2024, 5:31:11 am] ~ RAJ ADITYA: needs improvement or its correct?
[27/7/2024, 6:32:13 am] ~ Sanket: ‎~ Sanket joined from the community
[27/7/2024, 10:40:31 am] ~ ekmleen: ‎~ ekmleen joined from the community
[27/7/2024, 2:01:21 pm] ~ Rajesh Singha: @918193802178 sir please look into this problem
[27/7/2024, 2:05:24 pm] ~ Shubhangi: Slicers are missing.
